question_id,approval_status,reviewer_notes,year,exam,question_number,question,option_a,option_b,option_c,option_d,correct_option,subject,quality_score,source_pdf,source_pages,topic,sub_topic,section_title,evidence_excerpt,explanation,takeaway
"ca-2025-18876bf552a6","pending","","2025","PT365 Current Affairs 2025","884","Consider the following statements regarding the removal of the Chief Election Commissioner (CEC) and Election Commissioners (ECs):
1. The CEC can only be removed from office in a manner similar to a Judge of the Supreme Court.
2. A motion for the removal of the CEC must be passed by a majority of two-thirds of the members present and voting in both Houses of Parliament.
3. The Election Commissioners can be removed by the President only upon the recommendation of the CEC.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Polity","87","PT 365 2026 Polity & Governance And Social Issues.pdf","41,42","Elections","CEC Appointment Act and Postal Ballot","CEC Appointment Act and Postal Ballot","Motion of removal then must be passed by a majority of two-thirds members present and voting in both Houses of Parliament. Removal Conditions: CEC: Like Supreme Court Judge. ECs: Requires CEC recommendation.","Statement 1 is correct: The CEC's removal process is equivalent to that of a Supreme Court Judge. Statement 2 is correct: The Act specifies that the motion must be passed by a majority of two-thirds of members present and voting in both Houses. Statement 3 is correct: Unlike the CEC, ECs are removed by the President based on the recommendation of the CEC.","The CEC enjoys constitutional-level protection (like an SC Judge), while ECs are removed on the CEC's recommendation."
"ca-2025-e3e2c411dc5d","pending","","2025","PT365 Current Affairs 2025","885","Regarding the qualifications and tenure of the Election Commission members as per the 2023 Act, consider the following statements:
1. To be eligible for appointment, a person must hold or have held a post equivalent to the Secretary to the Government of India.
2. The term of office for both the CEC and ECs is six years or until they attain the age of 65, whichever is earlier.
3. An Election Commissioner is eligible for reappointment to the same office for one additional term.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","41,42","Elections","CEC Appointment Act and Postal Ballot","CEC Appointment Act and Postal Ballot","Qualifications: Must hold/have held post equivalent to Secretary to Government of India. Term of Office: 6 years or until 65 years of age, whichever earlier. No reappointment allowed.","Statement 1 is correct: The Act specifies that the person must hold/have held a post equivalent to Secretary to the Government of India. Statement 2 is correct: The term is 6 years or 65 years of age. Statement 3 is incorrect: The Act explicitly states that no reappointment is allowed for the CEC or ECs.","CEC/EC eligibility is tied to Secretary-rank experience, with a 6-year/65-age limit and no reappointment."
"ca-2025-8decd66a4334","pending","","2025","PT365 Current Affairs 2025","886","Regarding the reorganisation of states and the power of Parliament under Article 3, consider the following statements: 1. Parliament can alter the boundaries of any state without the consent of the concerned state legislature. 2. The power of Parliament to diminish the area of a state under Article 3 includes the power to cede Indian territory to a foreign country. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","A","Polity","90","PT 365 2026 Polity & Governance And Social Issues.pdf","43,44","Centre-State Relations","Federalism and State Reorganisation","Federalism and State Reorganisation","Article 3: Provisions for formation of new States and alteration of areas, boundaries or names of existing States... Berubari Union case, 1960: Supreme Court held that power of Parliament to diminish the area of State (under Article 3) does not cover cession of Indian Territory to a foreign country.","Statement 1 is correct; under Article 3, Parliament has the power to form new states or alter boundaries, and while the views of the state legislature are sought, they are not binding. Statement 2 is incorrect; the Supreme Court in the Berubari Union case (1960) held that the power to diminish the area of a state under Article 3 does not cover the cession of Indian territory to a foreign country, which requires a constitutional amendment under Article 368.","Article 3 is limited to internal reorganisation; external cession of territory requires a formal Constitutional Amendment."
"ca-2025-801b1fc1ab29","pending","","2025","PT365 Current Affairs 2025","887","Consider the following pairs: 1. Inter-State Council: Constitutional Body. 2. Zonal Councils: Statutory Bodies. 3. GST Council: Constitutional Body. How many of the above pairs are correctly matched?","Only one","Only two","All three","None","C","Polity","89","PT 365 2026 Polity & Governance And Social Issues.pdf","43,44","Centre-State Relations","Federalism and State Reorganisation","Federalism and State Reorganisation","Inter-State Council: Constitutional body under Article 263... Zonal Councils: Statutory bodies set up under the States Reorganisation Act, 1956... GST Council: Constitutional body under Article 279A.","All three pairs are correctly matched. The Inter-State Council is a constitutional body under Article 263. Zonal Councils are statutory bodies set up under the States Reorganisation Act, 1956. The GST Council is a constitutional body under Article 279A.","Distinguishing between constitutional and statutory bodies is a frequent theme in UPSC exams."
"ca-2025-fc7c44b67619","pending","","2025","PT365 Current Affairs 2025","888","With reference to the distribution of legislative powers between the Union and the States in India, consider the following statements: 1. Parliament can legislate on any subject in the State List if it is necessary for the implementation of international treaties. 2. When Parliament legislates on a State subject with the consent of two or more States, such a law can be amended or repealed by the respective State legislatures. 3. During a Proclamation of Emergency, the Union Parliament acquires the power to legislate on any subject mentioned in the State List. Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","43,44","Centre-State Relations","Federalism and State Reorganisation","Federalism and State Reorganisation","Article 250: Centre can legislate on state list items during emergencies. Article 252: Parliament makes laws for States with their consent. Article 253: International treaties override State powers.","Statement 1 is correct as per Article 253, which allows Parliament to make laws for the whole or any part of India for implementing international treaties, even on State subjects. Statement 2 is incorrect; while Article 252 allows Parliament to legislate on State subjects with the consent of two or more states, such laws can only be amended or repealed by the Parliament, not by the State legislatures. Statement 3 is correct as per Article 250, which empowers the Centre to legislate on State List items during emergencies.","The Indian Constitution provides specific mechanisms (Articles 250, 252, 253) that allow the Centre to override the State List under defined circumstances."
"ca-2025-d8f35c64e3d2","pending","","2025","PT365 Current Affairs 2025","889","An amendment to the Seventh Schedule of the Constitution of India, which contains the distribution of legislative powers between the Union and the States, requires which of the following procedures?","A simple majority in both Houses of Parliament.","A special majority in Parliament and the consent of the President only.","A special majority in Parliament and ratification by at least half of the State legislatures.","A resolution by the Inter-State Council followed by a simple majority in Parliament.","C","Polity","86","PT 365 2026 Polity & Governance And Social Issues.pdf","43,44","Centre-State Relations","Federalism and State Reorganisation","Federalism and State Reorganisation","Any constitutional amendment affecting Lists in Seventh Schedule must be ratified by at least half of the State legislatures.","The Seventh Schedule is a core federal feature of the Constitution. Any amendment affecting the Lists in the Seventh Schedule must be passed by a special majority in Parliament and ratified by at least half of the State legislatures.","Federal provisions of the Constitution have a more stringent amendment process involving state participation to protect the federal balance."
"ca-2025-0314afd2bc7b","pending","","2025","PT365 Current Affairs 2025","890","Which of the following features of the Indian Constitution are indicative of its 'quasi-federal' nature with a stronger Centre? 1. Single Citizenship. 2. All-India Services. 3. Single Unified Judiciary. 4. Appointment of the Election Commission. Select the correct answer using the code given below:","1, 2 and 3 only","2, 3 and 4 only","1 and 4 only","1, 2, 3 and 4","D","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","43,44","Centre-State Relations","Federalism and State Reorganisation","Federalism and State Reorganisation","It has common features such as single constitution, single citizenship, all-India services, election commission and single unified judiciary... Indian federalism is quasi-federal with a stronger Centre and gives it more power than States.","The Indian Constitution is described as quasi-federal because it combines federal features with unitary ones. The text explicitly lists single constitution, single citizenship, all-India services, election commission, and a single unified judiciary as common features that contribute to a stronger Centre.","Indian federalism is characterized by a 'unitary bias' through centralized institutions and common services."
"ca-2025-7fa7bdd2bd8d","pending","","2025","PT365 Current Affairs 2025","891","Article 262... Exclusion of Courts: Leads to Inter-State River Water Disputes Act, 1956 -> Establish Tribunal.
Note: While the Supreme Court cannot adjudicate the original dispute, it can interpret the decisions of a tribunal, and may direct parties back to the tribunal for further clarification if needed.
Regarding the adjudication of inter-state water disputes in India, consider the following statements: 1. The Supreme Court possesses original jurisdiction to adjudicate disputes between states regarding river water sharing. 2. While the Supreme Court cannot adjudicate the original dispute, it can interpret the decisions of a Water Dispute Tribunal. 3. The Supreme Court may direct parties back to a tribunal for further clarification if needed. Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","B","Polity","89","PT 365 2026 Polity & Governance And Social Issues.pdf","45,46","Centre-State Relations","Fiscal Federalism and Water Disputes","Fiscal Federalism and Water Disputes","While the Supreme Court cannot adjudicate the original dispute, it can interpret the decisions of a tribunal, and may direct parties back to the tribunal for further clarification if needed.","Statement 1 is incorrect because Article 262 allows Parliament to exclude the jurisdiction of the Supreme Court in inter-state water disputes, and the ISWD Act, 1956 does so, meaning the Court lacks original jurisdiction. Statements 2 and 3 are correct; the Supreme Court retains the power to interpret tribunal decisions and can remit matters back to the tribunal for further clarification.","While Article 262 limits the Supreme Court's original jurisdiction in water disputes, the Court maintains a role in interpreting tribunal awards and ensuring procedural clarity."
"ca-2025-85e63fc2e487","pending","","2025","PT365 Current Affairs 2025","892","Article 262 of the Constitution: Grants Parliament's Power for: Adjudication of ISWD: Leads to River Boards Act, 1956 -> Establish River Boards. Exclusion of Courts: Leads to Inter-State River Water Disputes Act, 1956 -> Establish Tribunal.
7th Schedule: Entry 56 of Union List: Regulation and Development of Inter-State Rivers. Entry 17 of State List: Water Supplies, Irrigation, etc. (Note: This is subject to Entry 56 of List I).
With reference to the constitutional and legal framework for Inter-State Water Disputes (ISWD) in India, consider the following statements: 1. Article 262 of the Constitution empowers the Parliament to provide for the adjudication of disputes relating to inter-state rivers. 2. Entry 17 of the State List, which covers water supplies and irrigation, is subordinate to Entry 56 of the Union List. 3. The River Boards Act, 1956 was enacted by the Parliament specifically to establish tribunals for the adjudication of water disputes. Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","45,46","Centre-State Relations","Fiscal Federalism and Water Disputes","Fiscal Federalism and Water Disputes","Article 262... Adjudication of ISWD: Leads to River Boards Act, 1956 -> Establish River Boards. Exclusion of Courts: Leads to Inter-State River Water Disputes Act, 1956 -> Establish Tribunal. Entry 17 of State List... is subject to Entry 56 of List I.","Statement 1 is correct as Article 262 allows Parliament to provide for adjudication and exclude court jurisdiction. Statement 2 is correct; Entry 17 of the State List (Water supplies, irrigation) is explicitly subject to Entry 56 of the Union List (Regulation and development of inter-state rivers). Statement 3 is incorrect because the River Boards Act, 1956 was enacted to establish River Boards for consultation, whereas the Inter-State River Water Disputes Act, 1956 was enacted to establish Tribunals for adjudication.","Article 262 and the 7th Schedule entries define the power balance between the Union and States, with the Union List taking precedence in the regulation of inter-state rivers."
"ca-2025-beea4a8b531d","pending","","2025","PT365 Current Affairs 2025","893","Inter-State River Water Disputes (Amendment) Bill, 2019: Disputes Resolution Committee to resolve inter-state disputes amicably. Establishment of single Inter-State River Water Disputes Tribunal with multiple benches. Strict timeline for completion of award. Data bank at the central level for each river basin.
National River Linking Project: Transfer water from surplus region to deficit region potentially reducing inter-state water disputes.
Which of the following features are proposed under the Inter-State River Water Disputes (Amendment) Bill, 2019? 1. Establishment of a single Inter-State River Water Disputes Tribunal with multiple benches. 2. Creation of a Dispute Resolution Committee (DRC) to resolve disputes amicably. 3. Setting a strict timeline for the completion of the tribunal's award. 4. Implementation of the National River Linking Project. Select the correct answer using the code given below:","1, 2 and 3 only","2 and 3 only","1 and 4 only","1, 2, 3 and 4","A","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","45,46","Centre-State Relations","Fiscal Federalism and Water Disputes","Fiscal Federalism and Water Disputes","Inter-State River Water Disputes (Amendment) Bill, 2019: Disputes Resolution Committee... single Inter-State River Water Disputes Tribunal... Strict timeline... [Separate bullet] National River Linking Project.","The 2019 Amendment Bill focuses on institutional and procedural reforms, including a single Tribunal with multiple benches, a Dispute Resolution Committee (DRC), strict timelines for awards, and a central data bank. While the National River Linking Project is mentioned as a measure to resolve disputes, it is a separate project/initiative and not a feature of the 2019 Amendment Bill itself.","The 2019 Bill aims to streamline the adjudication process through institutional consolidation and time-bound awards rather than physical infrastructure projects."
"ca-2025-7448682ca3e3","pending","","2025","PT365 Current Affairs 2025","894","Regarding the institutional framework under the Digital Personal Data Protection (DPDP) Act, 2023, consider the following statements:
1. The Data Protection Board of India (DPBI) is established by the Central Government to monitor compliance and hear grievances.
2. Members of the Data Protection Board of India are appointed for a term of two years and are eligible for reappointment.
3. Appeals against the orders of the Data Protection Board of India lie with the Telecom Disputes Settlement and Appellate Tribunal (TDSAT).
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Polity","90","PT 365 2026 Polity & Governance And Social Issues.pdf","47,48","Important Legislations","Digital Personal Data Protection (DPDP)","Digital Personal Data Protection (DPDP)","Data Protection Board of India (DPBI): Established by Central Government. Functions: monitor compliance, impose penalties, order remedial measures, hear grievances. Members appointed for 2 years, eligible for reappointment. Appeals lie with TDSAT.","Statement 1 is correct: The DPBI is established by the Central Government with functions including monitoring compliance, imposing penalties, and hearing grievances. Statement 2 is correct: As per the Act, members of the DPBI are appointed for a 2-year term and are eligible for reappointment. Statement 3 is correct: The Act designates the TDSAT as the appellate body for orders passed by the DPBI.","The DPBI is the primary regulator with a 2-year member term, and TDSAT serves as the appellate authority."
"ca-2025-d536d3476cc4","pending","","2025","PT365 Current Affairs 2025","895","With reference to the Digital Personal Data Protection (DPDP) Act, 2023, consider the following statements regarding its applicability:
1. It applies to the processing of digital personal data outside India if such processing is in connection with offering goods or services to individuals within India.
2. It excludes personal data processed by an individual for any personal or domestic purpose.
3. It applies to personal data that is made publicly available by the Data Principal under a legal obligation.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","47,48","Important Legislations","Digital Personal Data Protection (DPDP)","Digital Personal Data Protection (DPDP)","Applicability: Applies to digital personal data processed in India (digital or digitised). Applies to processing outside India if offering goods/services in India. Excludes personal-purpose data and data made publicly available by the Data Principal or under legal obligation.","Statement 1 is correct: The Act has extra-territorial applicability if the processing of digital personal data outside India is related to offering goods or services to Data Principals (individuals) in India. Statement 2 is correct: The Act specifically excludes personal data processed for personal or domestic purposes. Statement 3 is incorrect: The Act excludes personal data that is made publicly available by the Data Principal themselves or under a legal obligation.","The DPDP Act 2023 applies to digital data in India and certain data processed abroad, but excludes personal-use data and publicly available data."
"ca-2025-1a98ec08150b","pending","","2025","PT365 Current Affairs 2025","896","Under the Digital Personal Data Protection (DPDP) Act, 2023, which of the following are specifically categorized as 'Duties' of a Data Principal?
1. Not to furnish any false particulars or suppress material information while providing personal data.
2. Not to register a false or frivolous grievance or complaint with a Data Fiduciary or the Board.
3. To nominate any other individual to exercise rights on their behalf in the event of death or incapacity.
Select the correct answer using the code given below:","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","87","PT 365 2026 Polity & Governance And Social Issues.pdf","47,48","Important Legislations","Digital Personal Data Protection (DPDP)","Digital Personal Data Protection (DPDP)","Rights & Duties of Data Principal: Rights: access information, correction & erasure, grievance redressal, nomination of representative. Duty: no false/frivolous complaints or false particulars. Penalty for violation: up to ₹10,000.","Statements 1 and 2 are correct: These are specifically listed as 'Duties' of the Data Principal. Violation of these duties can attract a penalty of up to ₹10,000. Statement 3 is incorrect: The nomination of a representative is a 'Right' of the Data Principal, not a 'Duty'.","The DPDP Act is unique in prescribing statutory duties for individuals (Data Principals), with penalties for filing false complaints."
"ca-2025-1066cecf9b1c","pending","","2025","PT365 Current Affairs 2025","897","In the context of the Digital Personal Data Protection (DPDP) Act, 2023, 'Consent' of the Data Principal is NOT mandatory for which of the following 'legitimate uses'?
1. Provision of any benefit or service by the Government.
2. Responding to a medical emergency involving a threat to life.
3. Processing for targeted commercial advertising by a private entity.
Select the correct answer using the code given below:","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","47,48","Important Legislations","Digital Personal Data Protection (DPDP)","Digital Personal Data Protection (DPDP)","Consent: Data processed only for lawful purpose with consent, withdrawable anytime. Consent not required for legitimate uses (government benefits, medical emergencies, etc.).","Statements 1 and 2 are correct: The Act specifies 'legitimate uses' where consent is not required, including government benefits/services and medical emergencies. Statement 3 is incorrect: Commercial advertising is not a 'legitimate use' exemption; it requires explicit, lawful consent from the Data Principal.","While consent is the norm, the Act provides statutory exemptions for government services and emergency medical situations."
"ca-2025-b470234ae4ef","pending","","2025","PT365 Current Affairs 2025","898","With reference to the Foreign Contribution (Regulation) Act (FCRA), 2010, consider the following entities:
1. Candidates for elections
2. Judges and Government servants
3. Journalists or newspaper companies
4. Members of the Legislature

How many of the above are prohibited from receiving foreign contributions?","Only one","Only two","Only three","All four","D","Polity","92","PT 365 2026 Polity & Governance And Social Issues.pdf","56,57","Important Legislations","FCRA and Waqf (Amendment) Act","FCRA and Waqf (Amendment) Act","Who can not receive Foreign Contributions? Candidates for Elections, Judges and Government servants, Journalists or newspaper and media broadcast companies, Member of Legislature and political parties or their office bearers, Organisations of a political nature.","According to the FCRA 2010 and its subsequent amendments, several categories of persons and organizations are prohibited from receiving foreign contributions to prevent external influence on domestic politics and administration. These include: candidates for elections; judges and government servants; journalists, columnists, cartoonists, editors, owners, printers or publishers of a registered newspaper; members of any legislature; and political parties or their office bearers.","The FCRA maintains a comprehensive list of individuals in sensitive public roles who are barred from receiving foreign funds."
"ca-2025-bd34b692fe07","pending","","2025","PT365 Current Affairs 2025","899","Consider the following statements regarding the Foreign Contribution (Regulation) Amendment Act, 2020:
1. It made the submission of Aadhaar numbers mandatory for all office-bearers of NGOs seeking registration.
2. Foreign contributions must be received only in a designated account at a specific branch of the State Bank of India in New Delhi.
3. The maximum limit for using foreign funds for administrative expenses was reduced from 50% to 20%.

Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","56,57","Important Legislations","FCRA and Waqf (Amendment) Act","FCRA and Waqf (Amendment) Act","Major Provisions of FCRA Post 2020 amendment: 1. Foreign funds: Prior Permission to receive foreign funds though registration with mandatory Aadhaar submission of every office-bearer of NGOs... 2. FCRA Account: Designated FCRA Account in such branches of State Bank of India, New Delhi to receive funds... 4. Reduction in use of foreign contribution: Use of funds is limited to purpose for which it was received with a maximum limit of 20% (earlier 50%) to meet...","All three statements correctly describe the major changes introduced by the 2020 amendment to the FCRA. Statement 1: Aadhaar is now mandatory for office-bearers. Statement 2: All foreign funds must arrive at the SBI, New Delhi Main Branch. Statement 3: The cap on administrative expenses was significantly lowered from 50% to 20% to ensure more funds are used for the NGO's primary objectives.","The 2020 FCRA amendment significantly tightened the administrative and financial compliance requirements for NGOs."
"ca-2025-4a7d926c9529","pending","","2025","PT365 Current Affairs 2025","900","With reference to the Foreign Contribution (Regulation) Act (FCRA), 2010, consider the following statements:
1. Section 7 of the Act prohibits an organization that has received foreign contributions from transferring those funds to any other person or organization.
2. Contributions made by a Non-Resident Indian (NRI) from their personal savings through normal banking channels are treated as foreign contributions.
3. The Act is implemented by the Ministry of Home Affairs with support from the Intelligence Bureau.

Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","56,57","Important Legislations","FCRA and Waqf (Amendment) Act","FCRA and Waqf (Amendment) Act","About Section 7 of FCRA 2010: It prohibits any person or organization that has received foreign contribution under the Act from transferring such funds to any other person or organization. Exception: Contributions made by Non-Resident Indian, from his personal savings, through the normal banking channels, is not treated as foreign contribution. FCRA is implemented by MHA, supported by Intelligence Bureau.","Statement 1 is correct: Section 7 prohibits the transfer of foreign funds to any other entity, a provision recently highlighted by the Supreme Court. Statement 2 is incorrect: Contributions from an NRI's personal savings through normal banking channels are specifically exempted and are not treated as 'foreign contributions' under the Act. Statement 3 is correct: The Ministry of Home Affairs (MHA) implements the Act, utilizing the Intelligence Bureau (IB) for background checks and investigations.","NRI personal savings are a key exception to the definition of foreign contributions under FCRA."
"ca-2025-3fd5f569b17f","pending","","2025","PT365 Current Affairs 2025","901","In the context of the administration of Scheduled Areas under the Fifth Schedule, consider the following statements:
1. The Union Government can issue directions to the State regarding the administration of Scheduled Areas.
2. The Union Government can assume total administration of a Scheduled Area by an executive order if the State fails to comply with its directions.
3. The Governor of a State having Scheduled Areas is required to submit an annual report to the President regarding their administration.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","Polity","92","PT 365 2026 Polity & Governance And Social Issues.pdf","63,64","Tribal Governance","5th and 6th Schedule and PESA","5th and 6th Schedule and PESA","Union Government issued directions to State on Scheduled Areas’ administration but cannot assume to take over total administration, it would require invocation of Article 356 (President’s Rule). Governor has to submit a report to President regarding administration of such areas, annually or whenever so required by President.","Statement 1 is correct: The Union Government has the power to issue directions to States regarding Scheduled Areas. Statement 2 is incorrect: The Union cannot simply assume total administration; doing so would require the invocation of Article 356 (President’s Rule). Statement 3 is correct: The Governor must submit a report to the President annually or whenever required regarding the administration of these areas.","While the Union has directive powers over Fifth Schedule areas, a total administrative takeover is not direct and requires the constitutional mechanism of Article 356."
"ca-2025-13df166ce82c","pending","","2025","PT365 Current Affairs 2025","902","Regarding the Sixth Schedule of the Indian Constitution, consider the following statements:
1. It was enacted based on the recommendations of the Bardoloi Committee.
2. The Autonomous District Councils (ADCs) consist of a maximum of 30 members, all of whom are elected on the basis of adult franchise.
3. ADCs have the power to make laws regarding forest management, inheritance, and social customs, as well as the authority to collect royalties from mineral extraction.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","Polity","90","PT 365 2026 Polity & Governance And Social Issues.pdf","63,64","Tribal Governance","5th and 6th Schedule and PESA","5th and 6th Schedule and PESA","Enacted under Article 244(2) based on Bardoloi Committee’s recommendations. ADCs: Consist of not more than 30 members (4 nominated by Governor & 26 elected). Power of ADCs and ARCs: Make laws on forest management, agriculture, inheritance, marriage, social customs etc. Collect land revenue, impose taxes, regulate trading, collect royalties from mineral extraction etc.","Statement 1 is correct: The Sixth Schedule was enacted under Article 244(2) based on the Bardoloi Committee’s recommendations. Statement 2 is incorrect: ADCs consist of not more than 30 members, but they are not all elected; 4 are nominated by the Governor and 26 are elected. Statement 3 is correct: ADCs have legislative powers over forest management, inheritance, marriage, etc., and can collect land revenue, taxes, and royalties from mineral extraction.","Sixth Schedule ADCs are semi-autonomous bodies with a mix of elected and nominated members and significant legislative and fiscal powers."
"ca-2025-aa04e064dc02","pending","","2025","PT365 Current Affairs 2025","903","With reference to the recognition of Scheduled Tribes (STs) in India under Article 342 of the Constitution, consider the following statements:
1. The President specifies the tribes or tribal communities to be recognized as STs for a State after consultation with the Governor of that State.
2. The Parliament has the exclusive power to include or exclude any tribe from the list of Scheduled Tribes specified in a notification.
3. Once a community is recognized as a Scheduled Tribe in one State, it is automatically recognized as such in all other States and Union Territories.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","63,64","Tribal Governance","5th and 6th Schedule and PESA","5th and 6th Schedule and PESA","Article 342(1): President (by public notification and after consulting Governor in case of State), specify which tribes or tribal communities are to be recognized as STs for that State or UT. Article 342(2): Parliament has power to include or exclude tribes from STs list. This list is State or UT specific and a community recognized as a ST in one State need not be recognized in another State.","Statement 1 is correct: Under Article 342(1), the President, after consulting the Governor (in case of a State), specifies the tribes to be recognized as STs. Statement 2 is correct: Under Article 342(2), only Parliament has the power to include or exclude tribes from the ST list. Statement 3 is incorrect: The ST list is State or UT specific; a community recognized as an ST in one State need not be recognized as such in another State.","Scheduled Tribe status is state-specific and its modification (inclusion/exclusion) is the sole prerogative of the Parliament."
"ca-2025-a1b8f7e7d2ad","pending","","2025","PT365 Current Affairs 2025","904","With reference to the administrative framework of Scheduled Areas in India, consider the following statements:
1. The notification of an area as a Scheduled Area is done through an order of the President of India.
2. The largest administrative unit forming a Scheduled Area is the District, while the lowest is a cluster of villages in a Block.
3. In Fifth Schedule areas, the Governor has the power to modify laws passed by the Parliament or the State Legislature.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Polity","87","PT 365 2026 Polity & Governance And Social Issues.pdf","63,64","Tribal Governance","5th and 6th Schedule and PESA","5th and 6th Schedule and PESA","Within a State, notification of an area as Scheduled Area takes place through President’s Order. Largest administrative unit forming Scheduled Area is District and lowest is cluster of villages in Block. Governor has special powers such as modifying laws and establishing Tribes Advisory Council.","Statement 1 is correct: Notification of Scheduled Areas occurs through a Presidential Order. Statement 2 is correct: The administrative hierarchy for Scheduled Areas ranges from the District (largest) down to a cluster of villages in a Block (lowest). Statement 3 is correct: Under the Fifth Schedule, the Governor possesses special powers to modify or exempt the application of Central or State laws in Scheduled Areas.","The Fifth Schedule provides a unique administrative hierarchy and grants the Governor discretionary legislative powers to protect tribal interests."
"ca-2025-b740abf0f68a","pending","","2025","PT365 Current Affairs 2025","905","The landmark Supreme Court judgement in 'Samatha v. State of Andhra Pradesh & Ors (1997)' is significant for which of the following reasons?","It mandated the inclusion of Ladakh under the Sixth Schedule of the Constitution.","It declared that the transfer of tribal land to private parties for mining was null and void under the Fifth Schedule.","It ruled that the Tribes Advisory Council must approve all state laws before they apply to Scheduled Areas.","It established that the Governor's power to modify laws in Scheduled Areas is subject to judicial review.","B","Polity","85","PT 365 2026 Polity & Governance And Social Issues.pdf","63,64","Tribal Governance","5th and 6th Schedule and PESA","5th and 6th Schedule and PESA","Samatha v. State of Andhra Pradesh & Ors, 1997: Supreme Court declared that transfer of tribal land to private parties for mining was null and void under Fifth Schedule.","In the Samatha case (1997), the Supreme Court held that the transfer of tribal land in Scheduled Areas to private parties for mining activities was null and void, reinforcing the protections provided under the Fifth Schedule against land alienation.","The Samatha judgement is a cornerstone for protecting tribal land rights against commercial exploitation by private entities in Fifth Schedule areas."
"ca-2025-f993219b5473","pending","","2025","PT365 Current Affairs 2025","906","In the context of the 'Three Pillars of Leadership' under the Adi Karmayogi Abhiyan, which of the following pairs are correctly matched?
1. Aadi Karmayogi : Government officers from State to Village level
2. Aadi Sahayogi : Youth leaders, teachers, and social workers
3. Aadi Saathi : Self-Help Group (SHG) members and cultural icons","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Polity","87","PT 365 2026 Polity & Governance And Social Issues.pdf","65,66","Tribal Governance","Tribal Development and Forest Rights","Tribal Development and Forest Rights","Three Pillars of Leadership: Aadi Karmayogi: Government officers (State to Village level). Aadi Sahayogi: Youth leaders, teachers, doctors, social workers. Aadi Saathi: SHG members, tribal leaders in volunteers, cultural icons.","All three pairs are correctly matched according to the Adi Karmayogi Abhiyan framework. Aadi Karmayogis are the government officials facilitating the process; Aadi Sahayogis are the professional and educated youth within the community; and Aadi Saathis are the grassroots volunteers, including SHG members and cultural leaders.","The Adi Karmayogi Abhiyan categorizes leadership into three distinct tiers: government officials, professional youth, and grassroots volunteers."
"ca-2025-a69443680c84","pending","","2025","PT365 Current Affairs 2025","907","The Juvenile Justice (Care and Protection of Children) Amendment Act, 2021, introduced a significant procedural change in the adoption process. Which of the following best describes this change?","It transferred the authority to issue final adoption orders from Civil Courts to the District Magistrate.","It mandated that all adoption orders must be ratified by the High Court of the respective state.","It removed the requirement for a judicial or administrative order, making registration with CARA sufficient.","It shifted the responsibility of issuing adoption orders from the Child Welfare Committee to the Juvenile Justice Board.","A","Polity","88","PT 365 2026 Polity & Governance And Social Issues.pdf","67,68","Social Issues","Juvenile Justice System","Juvenile Justice System","JJ Act, 2015: Adoption of a child is final once a civil court issues an adoption order. JJ Amendment Act, 2021: Instead of the court, the District Magistrate (including Additional District Magistrate) will now issue such adoption orders.","Under the original JJ Act of 2015, adoption orders were issued by civil courts. The 2021 Amendment empowered the District Magistrate (including the Additional District Magistrate) to issue these orders to ensure speedier disposal of cases and enhance administrative accountability.","The 2021 JJ Amendment decentralized adoption finalization by moving the authority from the judiciary (Civil Courts) to the executive (District Magistrate)."
